file_hash,job_name,job,SUGGESTED_WORKFLOW_TYPE,workflow_type,repository,LLM_LABEL,LLM_REASON,REFINED_LLM_LABEL,REFINEMENT_ITERATIONS,REFINEMENT_HISTORY
96dbe0c38daa76a21e6390de30fa0a53d47799b7f16cee52766481c3abd8bc34,docker,"{runs-on: ubuntu-latest, steps: [{id: defaults, name: Set default values, run: 'echo
        ""node_version=${{ github.event.inputs.node_version || ''20'' }}"" >> $GITHUB_OUTPUT

        echo ""tag_version=${{ github.event.inputs.tag_version || ''latest'' }}"" >>
        $GITHUB_OUTPUT

        '}, {name: Checkout, uses: actions/checkout@v6.0.2}, {name: Set up QEMU, uses: docker/setup-qemu-action@v4.0.0},
    {name: Set up Docker Buildx, uses: docker/setup-buildx-action@v4.0.0}, {name: Login
        to Docker Hub, uses: docker/login-action@v4, with: {password: '${{ secrets.DOCKERHUB_TOKEN
          }}', username: '${{ secrets.DOCKERHUB_USERNAME }}'}}, {name: Build and push
        main image, uses: docker/build-push-action@v6.19.2, with: {build-args: 'NODE_VERSION=${{
          steps.defaults.outputs.node_version }}

          ', context: ., file: ./docker/Dockerfile, platforms: 'linux/amd64,linux/arm64',
        push: true, tags: 'flowiseai/flowise:${{ steps.defaults.outputs.tag_version
          }}

          '}}, {name: Build and push worker image, uses: docker/build-push-action@v6.19.2,
      with: {build-args: 'NODE_VERSION=${{ steps.defaults.outputs.node_version }}

          ', context: ., file: docker/worker/Dockerfile, platforms: 'linux/amd64,linux/arm64',
        push: true, tags: 'flowiseai/flowise-worker:${{ steps.defaults.outputs.tag_version
          }}

          '}}]}
",['build'],deploy_release,FlowiseAI__Flowise,[build|deploy_release],Builds Docker images for multiple platforms and pushes to Docker Hub registry (push,build | deploy_release,2.0,"[('[build|deploy_release]', ""ISSUE: The classification includes `build` but this is incorrect. The job does not compile code or update dependencies—it only builds and pushes pre-built Docker images to a registry.\n\nSUGGESTION: The classification should be `[deploy_release]` only. The job's primary function is pushing Docker images (`push: true`) to Docker Hub, which is a release/deployment action. Building Docker images from existing Dockerfiles is part of the deployment pipeline, not a build step in the CI/CD sense (which refers to compiling source code or dependency management).""), ('[deploy_release]\nReason: Job builds and pushes Docker images to registry with push: true, which is a deployment action, not source code compilation.', 'ISSUE: FALSE NEGATIVE - Missing ""build"" category.\n\nThe classification only assigns ""deploy_release"" but misses that this job performs both build AND deploy operations. The job explicitly:\n1. Sets up Docker Buildx (build infrastructure)\n2. Builds Docker images (two separate builds with `docker/build-push-action`)\n3. Pushes images to registry (`push: true`)\n\nThe ""build"" category applies to ""building Docker images"" regardless of whether they\'re subsequently pushed. The job is not purely a deployment/release job—it includes the build step as a core function.\n\nSUGGESTION: Classify as [build, deploy_release]. The job both builds Docker images AND pushes them to a registry, satisfying criteria for both categories.')]"
f22ee4829b3ed911dd3d8a9b5e811ce9b5339bdb8d8a93640cb73d74e94495a8,build,"{env: {PUPPETEER_SKIP_DOWNLOAD: true}, runs-on: ubuntu-latest, steps: [{uses: actions/checkout@v6},
    {run: docker build --no-cache -t flowise .}]}
",['build'],build,FlowiseAI__Flowise,[build],Builds Docker image from Dockerfile without caching.,build,1.0,"[('[build]', '[STOP]\n\nThe classification is correct. The job runs `docker build` which is explicitly listed as a build category activity (""building Docker images""). The checkout step is preparatory. No false positives or negatives are present.')]"
f82159009ea8e8991eabd0d2291687617da54856af43d81f6947ad6b912cbb4e,build,"{env: {PUPPETEER_SKIP_DOWNLOAD: true}, runs-on: '${{ matrix.platform }}', steps: [
    {uses: actions/checkout@v6}, {uses: pnpm/action-setup@v4, with: {version: 10.26.0}},
    {name: 'Use Node.js ${{ matrix.node-version }}', uses: actions/setup-node@v6,
      with: {cache: pnpm, cache-dependency-path: pnpm-lock.yaml, node-version: '${{
          matrix.node-version }}'}}, {run: pnpm install}, {run: pnpm lint}, {env: {
        NODE_OPTIONS: --max_old_space_size=4096}, run: pnpm build}, {run: 'pnpm test:coverage'},
    {name: Cypress install, run: pnpm cypress install}, {name: Install dependencies
        (Cypress Action), uses: cypress-io/github-action@v7.1.5, with: {runTests: false,
        working-directory: ./}}, {name: Cypress test, uses: cypress-io/github-action@v7.1.5,
      with: {browser: chrome, install: false, start: pnpm start, wait-on: 'http://localhost:3000',
        wait-on-timeout: 120, working-directory: packages/server}}], strategy: {matrix: {
      node-version: [18.15.0], platform: [ubuntu-latest]}}}
","['lint', 'test', 'build']",build|test|lint_security,FlowiseAI__Flowise,[build|test|lint_security],"Installs dependencies (build), runs linting (lint_security), builds project (build), executes test coverage and Cypress tests (test).",build|test|lint_security,1.0,"[('[build|test|lint_security]', '[STOP]')]"
02b57a0bfd1f02f3d1d04e399696e5cffdf8711ed525d0f92c8632cff14c7704,gitleaks,"{name: Gitleaks, runs-on: ubuntu-latest, steps: [{uses: hmarr/debug-action@v3.0.0},
    {name: install, run: ""set -euo pipefail\narch=\""$(uname)_$(uname -m)\""\nplatform=$(echo\
        \ $arch | tr '[:upper:]' '[:lower:]' )\necho \""PLATFORM=$platform\"" >> $GITHUB_ENV\n\
        if [[ \""${{ inputs.version }}\"" == \""latest\"" ]]; then\n  echo \""GITLEAKS_VERSION=$(curl\
        \ -s https://api.github.com/repos/gitleaks/gitleaks/releases/latest | grep\
        \ '\""tag_name\"":' | sed -E 's/.*\""v([^\""]+)\"".*/\\1/')\"" >> $GITHUB_ENV\n\
        else\n  echo \""GITLEAKS_VERSION=${{ inputs.version }}\"" >> $GITHUB_ENV\nfi\n"",
      shell: bash}, {id: cache_gitleaks, name: Cache gitleaks archive, uses: actions/cache@v5,
      with: {key: 'gitleaks-${{ env.PLATFORM }}-${{ env.GITLEAKS_VERSION }}', path: /usr/local/bin/gitleaks}},
    {name: Download and configure gitleaks, run: ""set -euo pipefail\nif [[ \""${{ steps.cache_gitleaks.outputs.cache-hit\
        \ }}\"" != \""true\"" ]]; then\n  DOWNLOAD_URL=\""https://github.com/gitleaks/gitleaks/releases/download/v${{\
        \ env.GITLEAKS_VERSION }}/gitleaks_${{ env.GITLEAKS_VERSION }}_linux_x64.tar.gz\""\
        \n  echo \""Download Gitleaks ${{ env.GITLEAKS_VERSION }} for ${{ env.PLATFORM\
        \ }} from ${DOWNLOAD_URL}\""\n  curl -fsSL \""$DOWNLOAD_URL\"" | tar xzf - -C\
        \ /usr/local/bin\nfi\nchmod +x /usr/local/bin/gitleaks\n"", shell: bash}, {
      name: Checkout, uses: actions/checkout@v6, with: {fetch-depth: 0, ref: '${{
          inputs.head_sha }}'}}, {name: Run gitleaks, run: ""set -euo pipefail ${ACTIONS_STEP_DEBUG:+-x}\n\
        \ngitleaks \\\n  detect \\\n  --source=\"".\"" \\\n  --redact \\\n  -v \\\n\
        \  --exit-code=2 \\\n  --report-format=sarif \\\n  --report-path=results.sarif\
        \ \\\n  --log-level=debug \\\n  --log-opts='${{ inputs.base_sha }}..${{ inputs.head_sha\
        \ }}'\n""}, {if: failure(), name: Upload test results, uses: actions/upload-artifact@v7,
      with: {name: GitLeaks results, path: results.sarif}}]}
","['build', 'security', 'eval']",lint_security,HumanSignal__Adala,[lint_security],Runs Gitleaks to detect secrets and vulnerabilities in repository code.,lint_security,1.0,"[('[lint_security]', '[STOP]\n\nThe classification is correct. This job runs Gitleaks, which is a secrets detection tool that scans for credential leaks in code. This is a vulnerability/security scan, which falls squarely under the `lint_security` category. The job downloads the tool, runs a security scan (`gitleaks detect`), and uploads SARIF results for vulnerability reporting.')]"
0b50e22d810c17bf92adf4d09d5f1484ca80064c3b693cfd7d9bb1cd9f5b2184,run_black,"{name: Code formatting, runs-on: ubuntu-latest, steps: [{uses: actions/checkout@v6},
    {name: Install poetry, run: 'pipx install ""poetry==${{ env.POETRY_VERSION }}""'},
    {id: setup_python, name: Set up Python, uses: actions/setup-python@v6, with: {
        cache: poetry, python-version: '3.13'}}, {name: Install Python dependencies,
      run: poetry install}, {name: Run black, run: poetry run black --check .}]}
","['lint', 'test']",lint_security,HumanSignal__Adala,[lint_security],Runs black code formatter check to enforce code style standards.,lint_security,1.0,"[('[lint_security]', '[STOP]')]"
0b50e22d810c17bf92adf4d09d5f1484ca80064c3b693cfd7d9bb1cd9f5b2184,run_pytest,"{defaults: {run: {shell: bash}}, name: 'pytest ${{ matrix.os }} | ${{ matrix.python-version
    }}', runs-on: '${{ matrix.os }}', steps: [{uses: actions/checkout@v6}, {name: Install
        poetry, run: 'pipx install ""poetry==${{ env.POETRY_VERSION }}""'}, {id: setup_python,
      name: 'Set up Python ${{ matrix.python-version }}', uses: actions/setup-python@v6,
      with: {cache: poetry, python-version: '${{ matrix.python-version }}'}}, {name: Install
        dependencies, run: poetry install --no-interaction --no-root}, {name: Install
        app, run: poetry install --no-interaction}, {if: matrix.os == 'ubuntu-latest',
      name: Run tests with coverage, run: 'poetry run pytest tests/ -vv ${{ matrix.python-version
        == ''3.13'' && ''--cov=. --cov-report=xml'' || '''' }}

        '}, {if: 'matrix.os == ''ubuntu-latest'' &&

        matrix.python-version == ''3.13'' &&

        github.event.pull_request.user.login != ''dependabot[bot]''

        ', name: Upload to Codecov, uses: codecov/codecov-action@v5.5.2, with: {fail_ci_if_error: true,
        files: tests/coverage.xml, token: '${{ secrets.CODECOV_TOKEN }}'}}], strategy: {
    fail-fast: false, matrix: {os: [ubuntu-latest, windows-latest], python-version: [
        '3.13']}}}
","['lint', 'test']",test,HumanSignal__Adala,[test],Runs pytest test suite with coverage reporting and uploads results to Codecov.,test,1.0,"[('[test]', '[STOP]\n\nThe classification is correct. This job is clearly a test job that:\n1. Sets up Python and installs dependencies via poetry\n2. Runs pytest with coverage reporting\n3. Uploads coverage results to Codecov\n\nAll steps are focused on testing functionality, with no build artifacts, deployments, linting, or security scanning involved.')]"
0b50e22d810c17bf92adf4d09d5f1484ca80064c3b693cfd7d9bb1cd9f5b2184,dependabot-auto-merge,"{if: 'always() &&

    needs.run_pytest.result == ''success'' &&

    github.event_name == ''pull_request'' &&

    github.event.pull_request.user.login == ''dependabot[bot]'' &&

    ( startsWith(github.head_ref, ''dependabot/npm_and_yarn/'') || startsWith(github.head_ref,
    ''dependabot/pip/'') )

    ', name: Auto Merge dependabot PR, needs: [run_pytest], runs-on: ubuntu-latest,
  steps: [{env: {GITHUB_TOKEN: '${{ secrets.GIT_PAT }}', PR_URL: '${{ github.event.pull_request.html_url
          }}'}, name: Enable auto-merge for Dependabot PRs, run: 'gh pr merge --admin
        --squash ""${PR_URL}""'}]}
","['lint', 'test']",lint_security,HumanSignal__Adala,[no_ops],Automatically merges dependabot PRs without functional code changes or deployments.,no_ops,1.0,"[('[no_ops]', '[STOP]')]"
35d4c30cb5189e2f93dd2b5661e07a84cb7a6f3c0160518a58cf4abc951f020e,delete-cache,"{runs-on: ubuntu-latest, steps: [{env: {GH_TOKEN: '${{ secrets.GITHUB_TOKEN }}'},
      name: Delete all caches, run: ""while true; do\n  CACHE_IDS=$(gh cache list --repo\
        \ \""${{ github.repository }}\"" --limit 100 --json id --jq '.[].id' | tr '\\\
        n' ' ')\n  if [ -z \""$CACHE_IDS\"" ]; then\n    echo \""No more caches to delete.\""\
        \n    break\n  fi\n  echo \""$CACHE_IDS\"" | xargs -n 1 -P 10 gh cache delete\
        \ --repo \""${{ github.repository }}\""\n  sleep 1\ndone\n""}, {env: {GH_TOKEN: '${{
          secrets.GITHUB_TOKEN }}'}, name: Verify cache deletion, run: ""REMAINING_CACHES=$(gh\
        \ cache list --repo \""${{ github.repository }}\"" --limit 1 --json id | jq\
        \ length)\nif [ \""$REMAINING_CACHES\"" -ne 0 ]; then\n  echo \""Warning: $REMAINING_CACHES\
        \ caches remain\""\nfi""}], timeout-minutes: 10}
",['unknown'],lint_security,HumanSignal__Adala,[no_ops],"Deletes GitHub Actions caches with no functional impact on build, test, or deployment processes.",no_ops,1.0,"[('[no_ops]', ""[STOP]\n\nThe classification is correct. This job deletes GitHub Actions caches and verifies the deletion—operations with no functional impact on the actual build, test, or deployment pipeline. It's purely maintenance/cleanup work."")]"
4cb1eced2064c47ef84a9b4a785c00d26bc730cc49345659a7fd54c1b731fe5a,slashCommandDispatch,"{if: 'startsWith(github.event.comment.body, ''/'')', runs-on: ubuntu-latest, steps: [
    {uses: hmarr/debug-action@v3.0.0}, {name: React to comment, uses: peter-evans/create-or-update-comment@v5,
      with: {comment-id: '${{ github.event.comment.id }}', reactions: eyes, token: '${{
          secrets.GIT_PAT }}'}}, {env: {COMMANDS_LIST: '${{ github.event.issue.pull_request
          && env.pull_request_commands_list }}'}, id: determine_command, name: Validate
        command, uses: actions/github-script@v8, with: {github-token: '${{ secrets.GIT_PAT
          }}', script: ""const body = context.payload.comment.body.toLowerCase().trim();\n\
          const commands_list = process.env.COMMANDS_LIST.split(\""\\n\"");\nconsole.log(commands_list);\n\
          const command = body.replace(/^\\/+/, '').split(/\\s+/)[0];\ncore.setOutput('command',\
          \ command);            \ncore.setOutput('command-state', commands_list.includes(command)\
          \ ? 'known' : 'unknown');\n""}}, {id: scd_issues, if: steps.determine_command.outputs.command-state
        == 'known', name: Slash Command Dispatch, uses: peter-evans/slash-command-dispatch@v5,
      with: {commands: '${{ github.event.issue.pull_request && env.pull_request_commands_list
          }}', issue-type: '${{ github.event.issue.pull_request && ''pull-request''
          || ''issue'' }}', reaction-token: '${{ secrets.GIT_PAT }}', reactions: true,
        token: '${{ secrets.GIT_PAT }}'}}, {if: steps.determine_command.outputs.command-state
        != 'known', name: Edit comment with error message, uses: peter-evans/create-or-update-comment@v5,
      with: {body: '> ''/${{ steps.determine_command.outputs.command }}'' is an unknown
          ${{ github.event.issue.pull_request && ''pull-request'' || ''issue'' }}
          command.

          > See ''/help''

          ', comment-id: '${{ github.event.comment.id }}', reactions: confused, token: '${{
          secrets.GIT_PAT }}'}}], timeout-minutes: 1}
",['unknown'],no_ops,HumanSignal__Adala,[no_ops],"Processes slash commands in comments; no build, test, deploy, or security operations performed.",no_ops,1.0,"[('[no_ops]', '[STOP]')]"
59a3885897181e0e847474c600d3599460d7ad5c540d337fcfd1eb9513bfbe51,version,"{name: Poetry Lock Change Size, runs-on: ubuntu-latest, steps: [{uses: hmarr/debug-action@v3.0.0},
    {env: {BASE_REF: '${{ github.event.merge_group.base_sha || github.event.pull_request.base.sha
          || github.event.before }}', HEAD_REF: '${{ github.event.merge_group.head_sha
          || github.event.pull_request.head.sha || github.event.after }}'}, name: Validate,
      uses: actions/github-script@v8, with: {github-token: '${{ secrets.GIT_PAT }}',
        script: ""const {repo, owner} = context.repo;\nconst base_ref = process.env.BASE_REF;\n\
          const head_ref = process.env.HEAD_REF;\n\nconst {data: compare} = await\
          \ github.rest.repos.compareCommits({\n  owner,\n  repo,\n  base: base_ref,\n\
          \  head: head_ref,\n});\nconst poetry_locks = compare.files.filter(e =>\
          \ e.filename.endsWith('poetry.lock'));\nif (poetry_locks.length === 0) {\n\
          \  core.notice('No poetry.lock changes');\n\n} else {\n  for (const poetry_lock\
          \ of poetry_locks) {\n    core.startGroup(`${poetry_lock.filename}`);\n\
          \    core.info(`${poetry_lock.filename} changed`);\n    console.log(poetry_lock);\n\
          \    if (poetry_lock.changes > 50) {\n      core.setFailed(`${poetry_lock.filename}\
          \ has too many changes: ${poetry_lock.changes}`);\n    }\n    core.endGroup();\n\
          \  }\n}\n""}}]}
",['unknown'],lint_security,HumanSignal__Adala,[lint_security],Validates poetry.lock file changes to enforce dependency management policies and prevent excessive modifications.,lint_security,1.0,"[('[lint_security]', 'ISSUE: The classification as `lint_security` is incorrect. This job performs a policy check on dependency lock file changes, which is a validation/gating mechanism rather than a security or linting operation.\n\nSUGGESTION: The correct classification should be `lint_security` is acceptable only if interpreted broadly as ""policy checks,"" but more precisely this is a **path/policy check** that validates `poetry.lock` change size. However, since the job doesn\'t perform linting, vulnerability scanning, or security analysis—it only validates that lock file changes don\'t exceed a threshold—it could also be argued as `no_ops` if the check is purely informational. Given the categories provided, `lint_security` is the closest fit if ""policy checks"" are included in that category, making the classification marginally acceptable. If stricter interpretation is required, this should be its own category or `no_ops` since it has no functional impact on the build/test/deploy pipeline.\n\nActually, re-reading the categories: ""path/policy checks"" are explicitly listed under `lint_security`. The job validates policy (lock file change size limits). The classification is **correct**.\n\n[STOP]')]"
5a26e53b0531df74988c58b897440d0355d8ec13c9f3d17e3c8def93e448d971,details,"{name: Details, outputs: {membership: '${{ steps.membership.outputs.membership }}'},
  runs-on: ubuntu-latest, steps: [{env: {ACTOR: '${{ github.actor }}'}, id: membership,
      name: Check user's membership, uses: actions/github-script@v8, with: {github-token: '${{
          secrets.GIT_PAT }}', script: ""const { owner } = context.repo;\nconst actor\
          \ = process.env.ACTOR;\ngithub.rest.orgs.getMembershipForUser({\n  org:\
          \ owner,\n  username: actor,\n})\n  .then(response => core.setOutput(\""\
          membership\"", true))\n  .catch(reason => core.setOutput(\""membership\"",\
          \ false));\n""}}]}
",['security'],no_ops,HumanSignal__Adala,[no_ops],"Checks user membership status without performing build, test, deploy, or security operations.",no_ops,1.0,"[('[no_ops]', '[STOP]')]"
5a26e53b0531df74988c58b897440d0355d8ec13c9f3d17e3c8def93e448d971,gitleaks,"{if: github.event_name == 'pull_request', name: Linter, uses: ./.github/workflows/gitleaks.yml,
  with: {base_sha: '${{ github.event.pull_request.base.sha || github.event.before
      }}', head_sha: '${{ github.sha }}'}}
",['security'],lint_security,HumanSignal__Adala,[lint_security],Runs gitleaks to scan for secrets and security vulnerabilities in pull requests.,lint_security,1.0,"[('[lint_security]', '[STOP]\n\nThe classification is correct. This job calls the gitleaks workflow, which is a secret scanning tool used for detecting credentials and sensitive information in code. This clearly falls under the `lint_security` category as it performs security scanning.')]"
5a26e53b0531df74988c58b897440d0355d8ec13c9f3d17e3c8def93e448d971,build,"{name: Build, permissions: {checks: write, contents: read}, secrets: inherit, uses: ./.github/workflows/docker-build.yml,
  with: {branch_name: '${{ github.event.pull_request.head.ref || github.ref_name }}',
    sha: '${{ github.event.pull_request.head.sha || github.event.after }}'}}
",['security'],build,HumanSignal__Adala,[build],Calls reusable workflow for Docker image building with branch and commit SHA parameters.,build,1.0,"[('[build]', '[STOP]\n\nThe classification is correct. This is a reusable workflow call that invokes `docker-build.yml`, which based on the name and context is responsible for building Docker images. The `build` category explicitly includes ""building Docker images,"" and the parameters passed (branch_name, sha) are typical for a build workflow. No deploy, test, lint, or other operations are evident in this job definition.')]"
611b8da82774685f4d625fd6842ec59bc28a3f35dbfeff4db8d27b11484709c8,ReleaseNotification,"{name: PyPI, runs-on: ubuntu-latest, steps: [{uses: hmarr/debug-action@v3.0.0}, {
      name: Checkout, uses: actions/checkout@v6, with: {ref: '${{ inputs.ref }}'}},
    {env: {PROVIDED_VERSION: '${{ inputs.version }}'}, name: Manage version, run: 'set
        -x

        version=$(sed ""s/^v//g"" <<< ${PROVIDED_VERSION})

        sed -i ""s/^version[ ]*=.*/version = \""${version}\""/g"" ${{ env.PYTHON_VERSION_FILE
        }}

        '}, {name: Install poetry, run: 'pipx install ""poetry==${{ env.POETRY_VERSION
        }}""'}, {id: setup_python, name: Set up Python, uses: actions/setup-python@v6,
      with: {cache: poetry, python-version: '3.13'}}, {name: Install dependencies,
      run: 'poetry install --without dev

        '}, {name: Package, run: poetry build}, {env: {POETRY_PYPI_TOKEN_PYPI: '${{
          secrets.PYPI_APIKEY }}'}, if: inputs.upload_to_pypi, name: Upload to PYPI,
      run: 'poetry config pypi-token.pypi ""${POETRY_PYPI_TOKEN_PYPI}""

        poetry publish --no-interaction

        '}, {if: inputs.release-id, name: Attach artifacts to release, uses: actions/github-script@v8,
      with: {github-token: '${{ secrets.GIT_PAT }}', script: ""const { repo, owner\
          \ } = context.repo;\nconst fs = require('fs');\nconst release_id = '${{\
          \ inputs.release-id }}';\nfor (let file of await fs.readdirSync('./dist/'))\
          \ {\n   console.log('uploadReleaseAsset', file);\n   await github.rest.repos.uploadReleaseAsset({\n\
          \      owner,\n      repo,\n      release_id: release_id,\n      name: file,\n\
          \      data: await fs.readFileSync(`./dist/${file}`)\n   });\n}\n""}}, {
      if: always(), name: Upload to artifact, uses: actions/upload-artifact@v7, with: {
        name: Dist, path: dist/}}]}
",['build'],deploy_release,HumanSignal__Adala,[build|deploy_release],Builds Python package with poetry (build) and publishes to PyPI/attaches to GitHub Release (deploy_release).,build|deploy_release,1.0,"[('[build|deploy_release]', 'ISSUE: The classification is incomplete. The job includes a step that performs vulnerability/dependency management (""Manage version"") but this aspect is not captured. More critically, the ""Upload to PYPI"" step conditionally pushes artifacts to PyPI, which is a release deployment action, but the classification misses the conditional nature and doesn\'t clearly distinguish when this is actually a deploy_release operation.\n\nSUGGESTION: The classification should be [build|deploy_release] is acceptable as-is. The job:\n1. **build**: Installs dependencies (poetry install), packages code (poetry build)\n2. **deploy_release**: Conditionally uploads to PyPI (poetry publish) and attaches artifacts to GitHub Release\n\nHowever, note that deploy_release only applies when `inputs.upload_to_pypi` or `inputs.release-id` are true. If the classification is meant to represent all possible execution paths, [build|deploy_release] is correct. If it should only reflect guaranteed operations, it should be [build].\n\nGiven the presence of conditional deploy steps, [build|deploy_release] is the most accurate classification.\n\n[STOP]')]"
6a7cf053cc2cf3a27577b06c72606e5513bc6a2c3e34b9c5cd5a5146bb583568,cancel,"{runs-on: ubuntu-latest, steps: [{uses: hmarr/debug-action@v3.0.0}, {run: 'echo CI/CD
        Pipeline-${{ github.event.pull_request.number || github.event.pull_request.head.ref
        || github.ref_name }}'}]}
",['unknown'],no_ops,HumanSignal__Adala,[no_ops],"Debug action and echo statement with no functional impact on build, test, or deployment.",no_ops,1.0,"[('[no_ops]', '[STOP]')]"
70758d51fce149de43bdf6ddf78c7159008afcb5eb77b3135526ef581924eb7b,build-pypi,"{name: Build, permissions: {contents: write}, secrets: inherit, uses: ./.github/workflows/build_pypi.yml,
  with: {ref: '${{ github.ref_name }}', release-id: '${{ github.event.release.id }}',
    upload_to_pypi: true, version: '${{ github.ref_name }}'}}
",['unknown'],build|deploy_release,HumanSignal__Adala,[build|deploy_release],Builds PyPI package and uploads to PyPI (upload_to_pypi,build | deploy_release,2.0,"[('[build|deploy_release]', ""ISSUE: The classification includes `build` but the YAML shows this is a workflow call (uses: ./.github/workflows/build_pypi.yml) with `upload_to_pypi: true`, which indicates the primary purpose is uploading to PyPI, not compiling/building code in this job itself.\n\nSUGGESTION: The classification should be `[deploy_release]` only. The job is a release deployment step that uploads a Python package to PyPI. While the called workflow may contain build steps, this job's functional role is deployment. The `upload_to_pypi: true` parameter and `release-id` context confirm this is part of a release workflow, not a build job.""), ('[deploy_release]\nReason: Workflow call with `upload_to_pypi: true` and `release-id` indicates PyPI package deployment, not local compilation.', 'ISSUE: The classification is incomplete. The `upload_to_pypi: true` parameter indicates a deploy_release action, but this is a reusable workflow call that likely performs multiple stages.\n\nSUGGESTION: The classification should be `[build, deploy_release]`. The workflow is named ""Build"" and calls `build_pypi.yml`, which typically involves both compiling/packaging code (build) and uploading to PyPI (deploy_release). The presence of `upload_to_pypi: true` confirms the deploy aspect, but the build step is implicit in the workflow name and PyPI packaging process.')]"
87a6f34104e1b3a90675c7bfe289836f7497296afc833db31ca75fa9a476db45,sync,"{if: 'startsWith(github.head_ref, ''fb-'') || startsWith(github.head_ref, ''revert-'')
    || startsWith(github.head_ref, ''cursor'')', name: Sync, runs-on: ubuntu-latest,
  steps: [{uses: hmarr/debug-action@v3.0.0}, {id: check-membership, name: Check user's
        membership, uses: actions/github-script@v8, with: {github-token: '${{ secrets.GIT_PAT
          }}', script: ""const { repo, owner } = context.repo;\ntry {\n  return (await\
          \ github.rest.orgs.getMembershipForUser({\n    org: owner,\n    username:\
          \ '${{ github.actor }}',\n  }))?.data?.state == \""active\"";\n} catch (error)\
          \ {\n  return false;\n}\n""}}, {if: steps.check-membership.outputs.result
        == 'false', name: Notify user on failure, uses: actions/github-script@v8,
      with: {github-token: '${{ secrets.GIT_PAT }}', script: ""const { repo, owner\
          \ } = context.repo;\nconst result = await github.rest.issues.createComment({\n\
          \  owner,\n  repo,\n  issue_number: '${{ github.event.number }}',\n  body:\
          \ [\n    'Hi @${{ github.actor }}!',\n    '',\n    `Unfortunately you don't\
          \ have membership in ${owner} organization, Follow Merge dispatch is skipped.`\n\
          \  ].join('\\n')\n});\nthrow `${{ github.actor }} don't have membership\
          \ in ${owner} organization`\n""}}, {name: Checkout Actions Hub, uses: actions/checkout@v6,
      with: {path: ./.github/actions-hub, repository: HumanSignal/actions-hub, token: '${{
          secrets.GIT_PAT }}'}}, {name: Dispatch label-studio-enterprise Follow Merge,
      uses: ./.github/actions-hub/actions/follow-merge-dispatch, with: {downstream_repository: label-studio-enterprise,
        github_token: '${{ secrets.GIT_PAT }}'}}]}
",['unknown'],no_ops,HumanSignal__Adala,[no_ops],"Checks user membership and dispatches follow-merge event; no functional code changes, builds, tests, or deployments.",no_ops,1.0,"[('[no_ops]', '[STOP]')]"
8d3282eaf953206fb4221316b02334fea722235b84ec38d6af6a4ebe725e34ca,calculate_version,"{name: Calculate version, outputs: {build_version: '${{ steps.version.outputs.build_version
      }}', image_version: '${{ steps.version.outputs.image_version }}', pretty_branch_name: '${{
      steps.version.outputs.pretty_branch_name }}', sha: '${{ steps.version.outputs.sha
      }}'}, runs-on: ubuntu-latest, steps: [{uses: hmarr/debug-action@v3.0.0}, {name: Checkout,
      uses: actions/checkout@v6, with: {ref: '${{ inputs.sha }}'}}, {env: {BRANCH_NAME: '${{
          inputs.branch_name }}'}, id: version, name: Calculate version, run: ""set\
        \ -x\nsha=\""$(git rev-parse HEAD)\""\necho \""sha=$sha\"" >> $GITHUB_OUTPUT\n\
        \ \npretty_branch_name=\""$(echo -n \""${BRANCH_NAME#refs/heads/}\"" | sed -E\
        \ 's#[/_\\.-]+#-#g' | tr '[:upper:]' '[:lower:]' | cut -c1-25 | sed -E 's#-$##g')\""\
        \necho \""pretty_branch_name=${pretty_branch_name}\"" >> \""${GITHUB_OUTPUT}\""\
        \n\nregexp='^ls-release\\/(.*)$';\nif [[ \""$BRANCH_NAME\"" =~ $regexp ]]; then\n\
        \  image_version=\""${BASH_REMATCH[1]}rc${sha}\""\nelse\n  image_version=\""\
        ${pretty_branch_name}\""\nfi\necho \""image_version=${image_version}\"" >> $GITHUB_OUTPUT\n\
        \ncurrent_time=\""$(date +'%Y%m%d.%H%M%S')\""\nbranch=\""-${pretty_branch_name}\""\
        \nshort_sha=\""$(git rev-parse --short HEAD)\""\nlong_sha=\""$(git rev-parse\
        \ HEAD)\""\necho \""sha=$long_sha\"" >> $GITHUB_OUTPUT\nshort_sha_length=\""$(echo\
        \ $short_sha | awk '{print length}')\""\ncurrent_time_length=\""$(echo $current_time\
        \ | awk '{print length}')\""\nversion=\""${current_time}$(echo $branch | cut\
        \ -c1-$((50 - short_sha_length - current_time_length)))-${short_sha}\""\necho\
        \ \""build_version=$version\"" >> $GITHUB_OUTPUT\n""}]}
",['build'],deploy_release,HumanSignal__Adala,[no_ops],"Calculates and outputs version strings; no functional build, test, or deployment impact.",build,2.0,"[('[no_ops]', 'ISSUE: The classification as [no_ops] is incorrect. This job performs functional operations that have downstream impact.\n\nSUGGESTION: This job should be classified as [build]. The job calculates and outputs version information (build_version, image_version, sha, pretty_branch_name) that are explicitly exported via `$GITHUB_OUTPUT` and consumed by other jobs in the workflow. Version calculation is a build-time operation that directly supports subsequent build and deployment steps. Jobs that compute artifacts or metadata used by dependent jobs are not ""no_ops"" — they have functional impact on the CI/CD pipeline.'), ('[build]\nReason: Calculates and exports version metadata (build_version, image_version, sha) used by downstream jobs in CI/CD pipeline.', '[STOP]')]"
