file_hash,job_name,job,SUGGESTED_WORKFLOW_TYPE,workflow_type,repository,LLM_LABEL,LLM_REASON
eccf8d6a0fc725f9c722d3a826d53ff64caccd41def09c05ca69314cb9021385,build-image,"{outputs: {tag_name: '${{ steps.tag-preparation.outputs.TAG_NAME }}'}, runs-on: '${{
    matrix.arch.runner }}', steps: [{uses: actions/checkout@v4}, {name: Login to GitHub
        Container Registry, uses: docker/login-action@v3, with: {password: '${{ secrets.GITHUB_TOKEN
          }}', registry: ghcr.io, username: '${{ github.actor }}'}}, {id: tag-preparation,
      name: Prepare tag name, run: ""if [ -n \""${{ github.event.inputs.tag_name }}\""\
        \ ]; then\n  tag_name=${{ github.event.inputs.tag_name }}\nelse\n  tag_name=commit-$(git\
        \ log -1 --pretty=%h)\nfi\necho \""TAG_NAME=$tag_name\"" >> $GITHUB_OUTPUT\n""},
    {name: Set up Docker Buildx, uses: docker/setup-buildx-action@v3}, {name: Prepare
        platform, run: 'platform=${{ matrix.arch.platform }}

        echo ""PLATFORM_PAIR=${platform//\//-}"" >> $GITHUB_ENV

        '}, {id: build, name: Build and push by digest, uses: docker/build-push-action@v6,
      with: {context: ./wren-ai-service, file: ./wren-ai-service/docker/Dockerfile,
        labels: '${{ env.WREN_AI_SERVICE_IMAGE }}', outputs: 'type=image,name=${{
          env.WREN_AI_SERVICE_IMAGE }},push-by-digest=true,name-canonical=true,push=true',
        platforms: '${{ matrix.arch.platform }}'}}, {name: Export digest, run: 'mkdir
        -p /tmp/digests

        digest=""${{ steps.build.outputs.digest }}""

        touch ""/tmp/digests/${digest#sha256:}""

        '}, {name: Upload digest, uses: actions/upload-artifact@v4, with: {if-no-files-found: error,
        name: 'digests-${{ env.PLATFORM_PAIR }}', path: /tmp/digests/*, retention-days: 1}}],
  strategy: {fail-fast: false, matrix: {arch: [{platform: linux/amd64, runner: ubuntu-latest},
        {platform: linux/arm64, runner: linux_arm64_runner}]}}}
",['build'],build|deploy_release,Canner__WrenAI,[build|deploy_release],Builds Docker images for multiple platforms (docker/build-push-action) and pushes to registry (push=true).
eccf8d6a0fc725f9c722d3a826d53ff64caccd41def09c05ca69314cb9021385,merge,"{needs: [build-image], runs-on: ubuntu-latest, steps: [{name: Download digests, uses: actions/download-artifact@v4,
      with: {merge-multiple: true, path: /tmp/digests, pattern: digests-*}}, {name: Set
        up Docker Buildx, uses: docker/setup-buildx-action@v3}, {id: meta, name: Docker
        meta, uses: docker/metadata-action@v5, with: {images: '${{ env.WREN_AI_SERVICE_IMAGE
          }}', tags: '${{ needs.build-image.outputs.tag_name }}

          '}}, {name: Login to GitHub Container Registry, uses: docker/login-action@v3,
      with: {password: '${{ secrets.GITHUB_TOKEN }}', registry: ghcr.io, username: '${{
          github.actor }}'}}, {name: Create manifest list and push, run: ""TAGS=$(echo\
        \ \""${{ steps.meta.outputs.tags }}\"" | awk '{printf \""--tag %s \"", $0}')\n\
        docker buildx imagetools create $(jq -cr '.tags | map(\""-t \"" + .) | join(\""\
        \ \"")' <<< \""$DOCKER_METADATA_OUTPUT_JSON\"") \\\n  $(printf '${{ env.WREN_AI_SERVICE_IMAGE\
        \ }}@sha256:%s ' *) \\\n  $TAGS\n"", working-directory: /tmp/digests}]}
",['build'],deploy_release,Canner__WrenAI,[deploy_release],Logs into container registry and pushes Docker manifest list with tags to GHCR.
108516fa7d85b7008e3d66560dde46c9f5d9e3c00ca28e708c4592a1b37a877f,windows-test,"{runs-on: windows-latest, steps: [{uses: actions/checkout@v4}, {name: 'Set up Python
        ${{ matrix.python-version }}', uses: actions/setup-python@v4, with: {python-version: '${{
          matrix.python-version }}'}}, {name: Install dependencies, run: 'pip install
        -e ''.[all]''

        '}, {name: Source distribution test, run: 'python -m pip install --upgrade
        build

        python -m build --sdist

        pip install dist/chatarena-$(python -c ""import chatarena; print(chatarena.__version__)"").tar.gz

        '}, {name: Release Test, run: 'pytest -v -n auto tests

        '}], strategy: {matrix: {python-version: ['3.8', '3.9', '3.10', '3.11']}}}
",['test'],test,Farama-Foundation__chatarena,[build|test],"Installs dependencies and builds source distribution (build), then runs pytest test suite (test)."
5835203288489b86a55fe0d1a7e477d9685949694d22e25b3284982d0fa069e1,environment-test-openai,"{runs-on: ubuntu-latest, steps: [{uses: actions/checkout@v4}, {name: 'Set up Python
        ${{ matrix.python-version }}', uses: actions/setup-python@v4, with: {python-version: '${{
          matrix.python-version }}'}}, {name: Install dependencies, run: 'pip install
        -e ''.[all]''

        '}, {name: Regular Environments Test, run: 'python -c ''import os; print(""OPENAI_API_KEY
        visible in os.environ:"", os.getenv(""OPENAI_API_KEY""))''

        pytest -v -n auto tests

        '}, {name: Umshini Environments Test, run: 'python -c ''import os; print(""OPENAI_API_KEY
        visible in os.environ:"", os.getenv(""OPENAI_API_KEY""))''

        pytest -v -n auto tests/unit/test_umshini_environments.py

        '}], strategy: {matrix: {python-version: ['3.11']}}}
",['test'],test,Farama-Foundation__chatarena,[build|test],Installs dependencies with pip (build) and runs pytest test suites (test).
ac63f8d85e9147345d07c01cfadd97d2e697ede97c50c1b370d02a3949228ef1,pre-commit,"{runs-on: ubuntu-latest, steps: [{uses: actions/checkout@v4}, {uses: actions/setup-python@v4,
      with: {python-version: '3.11'}}, {run: pip install pre-commit}, {run: 'pip install
        -e ''.[all]'''}, {run: pre-commit --version}, {run: pre-commit install}, {
      run: pre-commit run --all-files}]}
",['lint'],lint_security,Farama-Foundation__chatarena,[lint_security],Installs and runs pre-commit hooks for linting and code quality checks across all files.
bd04506a2c7bf0f318a0da23613f99ccbb9c1d3aeb933ea91f4eb78436b8788c,macos-test,"{runs-on: macos-11, steps: [{uses: actions/checkout@v4}, {name: 'Set up Python ${{
        matrix.python-version }}', uses: actions/setup-python@v4, with: {python-version: '${{
          matrix.python-version }}'}}, {name: Install dependencies, run: 'pip install
        -e ''.[all]''

        '}, {name: Source distribution test, run: 'python -m pip install --upgrade
        build

        python -m build --sdist

        pip install dist/*.tar.gz

        '}, {name: Release Test, run: 'pytest -v -n auto tests/

        '}], strategy: {matrix: {python-version: ['3.8', '3.9', '3.10', '3.11']}}}
",['test'],test,Farama-Foundation__chatarena,[build|test],"Installs dependencies and builds source distribution (build), then runs pytest test suite (test)."
ca3af7cec96c1e560a1a3b20559b24689f9ca914ee2bb74372619b2eafaf138e,environment-test-azure-openai,"{env: {AZURE_DEPLOYMENT: gpt-4, AZURE_OPENAI_ENDPOINT: '${{ secrets.AZURE_OPENAI_ENDPOINT
      }}', OPENAI_API_KEY: '${{ secrets.AZURE_OPENAI_API_KEY }}', OPENAI_API_TYPE: azure,
    OPENAI_API_VERSION: 2023-05-15}, runs-on: ubuntu-latest, steps: [{uses: actions/checkout@v4},
    {name: 'Set up Python ${{ matrix.python-version }}', uses: actions/setup-python@v4,
      with: {python-version: '${{ matrix.python-version }}'}}, {name: Install dependencies,
      run: 'pip install -e ''.[all]''

        '}, {name: Umshini Environments Test, run: 'python -c ''import os; print(""AZURE_OPENAI_API_KEY
        visible in os.environ:"", os.getenv(""AZURE_OPENAI_API_KEY""))''

        pytest -v -n auto tests/unit/test_umshini_environments.py

        '}], strategy: {matrix: {python-version: ['3.11']}}}
",['test'],test,Farama-Foundation__chatarena,[test],Installs dependencies and runs pytest unit tests for Umshini environments.
d73017db77118d1eb8abafad71390e51ac44ae2fe4c965f9cf6fea0cd12beb0e,build-wheels,"{permissions: {contents: read}, runs-on: '${{ matrix.os }}', steps: [{uses: actions/checkout@v4},
    {name: Set up Python, uses: actions/setup-python@v4, with: {python-version: 3.x}},
    {name: Install dependencies, run: python -m pip install --upgrade setuptools wheel},
    {name: Build wheels, run: python setup.py sdist bdist_wheel}, {name: Store wheels,
      uses: actions/upload-artifact@v3, with: {path: dist}}], strategy: {matrix: {
      include: [{os: ubuntu-latest, platform: manylinux_x86_64, python: 38}, {os: ubuntu-latest,
          platform: manylinux_x86_64, python: 39}, {os: ubuntu-latest, platform: manylinux_x86_64,
          python: 310}, {os: ubuntu-latest, platform: manylinux_x86_64, python: 311}]}}}
",['build'],build,Farama-Foundation__chatarena,[build],"Installs dependencies, builds Python wheels and source distributions, stores artifacts."
d73017db77118d1eb8abafad71390e51ac44ae2fe4c965f9cf6fea0cd12beb0e,publish,"{if: github.event_name == 'release' && github.event.action == 'published', needs: [
    build-wheels], runs-on: ubuntu-latest, steps: [{name: Download dists, uses: actions/download-artifact@v3,
      with: {name: artifact, path: dist}}, {name: Publish, uses: pypa/gh-action-pypi-publish@release/v1,
      with: {password: '${{ secrets.PYPI_API_TOKEN }}'}}]}
",['build'],deploy_release,Farama-Foundation__chatarena,[deploy_release],Downloads build artifacts and publishes Python package to PyPI using API token.
ef764dc4085a0f4608726da323ecb7d4ca2e9c450ab7e2f7d6be9fa9bbf0234d,linux-test,"{runs-on: ubuntu-latest, steps: [{uses: actions/checkout@v4}, {name: 'Set up Python
        ${{ matrix.python-version }}', uses: actions/setup-python@v4, with: {python-version: '${{
          matrix.python-version }}'}}, {name: Install dependencies, run: 'sudo apt-get
        install python3-opengl xvfb

        pip install -e ''.[all]''

        '}, {name: Source distribution test, run: 'python -m pip install --upgrade
        build

        python -m build --sdist

        pip install dist/*.tar.gz

        '}, {name: Release Test, run: 'xvfb-run -s ""-screen 0 1024x768x24"" pytest
        -v -n auto tests/

        '}], strategy: {matrix: {python-version: ['3.8', '3.9', '3.10', '3.11']}}}
",['test'],test,Farama-Foundation__chatarena,[build|test],"Installs dependencies and builds source distribution (build), runs pytest test suite (test)."
10e75b79bd87ec915486dca1641919a1189df1844c7d882f1e1038859d8ebe67,check-proprietary-paths,"{if: github.repository == 'FlowiseAI/Flowise', name: Check for Proprietary Paths,
  runs-on: ubuntu-latest, steps: [{name: Checkout repository, uses: actions/checkout@v6,
      with: {fetch-depth: 0}}, {id: check-paths, name: Check for proprietary paths,
      run: ""echo \""\U0001F50D Checking for proprietary paths...\""\necho \""Trigger:\
        \ ${{ github.event_name }}\""\necho \""\""\n\n# Get changed files based on event\
        \ type\nif [ \""${{ github.event_name }}\"" = \""pull_request\"" ]; then\n  CHANGED_FILES=$(git\
        \ diff --name-only origin/${{ github.base_ref }}...HEAD)\nelif [ \""${{ github.event.before\
        \ }}\"" != \""0000000000000000000000000000000000000000\"" ]; then\n  # Push to\
        \ existing branch - compare with previous commit\n  # Fall back to default\
        \ branch comparison if before SHA is unreachable (e.g. force-push, shallow\
        \ clone)\n  CHANGED_FILES=$(git diff --name-only ${{ github.event.before }}\
        \ ${{ github.sha }} 2>/dev/null || git diff --name-only origin/${{ github.event.repository.default_branch\
        \ }}...${{ github.sha }} 2>/dev/null || echo \""\"")\nelse\n  # New branch -\
        \ compare against default branch\n  CHANGED_FILES=$(git diff --name-only origin/${{\
        \ github.event.repository.default_branch }}...${{ github.sha }} 2>/dev/null\
        \ || echo \""\"")\nfi\n\necho \""Files to check:\""\necho \""$CHANGED_FILES\"" |\
        \ head -50 | sed 's/^/  /'\necho \""\""\n\n# Check for proprietary paths\nVIOLATIONS=\""\
        \""\n\nwhile IFS= read -r file; do\n  [ -z \""$file\"" ] && continue\n\n  # Block\
        \ all extensions/\n  if echo \""$file\"" | grep -qE \""^extensions/\""; then\n\
        \    VIOLATIONS=\""$VIOLATIONS$file\\n\""\n    continue\n  fi\n\n  # Block all\
        \ apps/ except apps/oss-app/\n  if echo \""$file\"" | grep -qE \""^apps/\""; then\n\
        \    if ! echo \""$file\"" | grep -qE \""^apps/oss-app/\""; then\n      VIOLATIONS=\""\
        $VIOLATIONS$file\\n\""\n    fi\n  fi\ndone <<< \""$CHANGED_FILES\""\n\nif [ -n\
        \ \""$VIOLATIONS\"" ]; then\n  echo \""has_violations=true\"" >> $GITHUB_OUTPUT\n\
        \  echo \""violations<<EOF\"" >> $GITHUB_OUTPUT\n  printf \""%s\"" \""$VIOLATIONS\""\
        \ >> $GITHUB_OUTPUT\n  echo \""EOF\"" >> $GITHUB_OUTPUT\n\n  echo \""\u274C Files\
        \ in proprietary paths detected!\""\n  echo \""\""\n  printf \""%s\"" \""$VIOLATIONS\""\
        \ | sed 's/^/  \u274C /'\n  echo \""\""\n  echo \""Proprietary paths:\""\n  echo\
        \ \""  - extensions/    (reserved for enterprise extensions)\""\n  echo \"" \
        \ - apps/*         (only apps/oss-app/ is allowed)\""\nelse\n  echo \""has_violations=false\""\
        \ >> $GITHUB_OUTPUT\n  echo \""\u2705 No proprietary paths detected\""\nfi\n""},
    {if: steps.check-paths.outputs.has_violations == 'true', name: Fail if violations
        found, run: 'echo ""::error::Files detected in proprietary paths. These paths
        are reserved for enterprise extensions.""

        exit 1

        '}]}
",['unknown'],lint_security,FlowiseAI__Flowise,[lint_security],"Checks for proprietary path violations in code changes, enforcing policy compliance."
7adecc865f7499325d783300d4a1b67f241a1839963db2980b69e56c800c9c7c,dry-run,"{outputs: {version: '${{ steps.resolve-version.outputs.version }}'}, permissions: {
    contents: read}, runs-on: ubuntu-latest, steps: [{uses: actions/checkout@v6},
    {uses: pnpm/action-setup@v4, with: {version: 10.26.0}}, {uses: actions/setup-node@v6,
      with: {node-version: 18.15.0, registry-url: 'https://registry.npmjs.org'}},
    {env: {CUSTOM_VERSION: '${{ inputs.custom_version }}'}, if: inputs.bump == 'custom',
      name: Validate custom version, run: ""if [ -z \""$CUSTOM_VERSION\"" ]; then\n \
        \ echo \""::error::custom_version is required when bump is 'custom'\""\n  exit\
        \ 1\nfi\nnpx semver \""$CUSTOM_VERSION\"" || (echo \""::error::Invalid semver:\
        \ $CUSTOM_VERSION\"" && exit 1)\n""}, {env: {PUPPETEER_SKIP_DOWNLOAD: 'true'},
      name: Install dependencies, run: pnpm install --frozen-lockfile}, {env: {BUMP: '${{
          inputs.bump }}', CUSTOM_VERSION: '${{ inputs.custom_version }}'}, name: Set
        version, run: ""CURRENT=$(npm pkg get version --prefix packages/agentflow |\
        \ tr -d '\""')\nif [ \""$BUMP\"" = \""custom\"" ]; then\n  NEW_VERSION=\""$CUSTOM_VERSION\""\
        \nelse\n  NEW_VERSION=$(npx semver \""$CURRENT\"" -i \""$BUMP\"" --preid dev)\n\
        fi\nnpm pkg set version=\""$NEW_VERSION\"" --prefix packages/agentflow\necho\
        \ \""Version set to $NEW_VERSION\""\n""}, {id: resolve-version, name: Resolve
        version, run: 'VERSION=$(npm pkg get version --prefix packages/agentflow |
        tr -d ''""'')

        echo ""version=$VERSION"" >> ""$GITHUB_OUTPUT""

        echo ""## Version to publish: \`$VERSION\`"" >> ""$GITHUB_STEP_SUMMARY""

        echo ""## Tag: \`${{ inputs.tag }}\`"" >> ""$GITHUB_STEP_SUMMARY""

        '}, {name: Package contents, run: pnpm --filter @flowiseai/agentflow pack
        --dry-run}, {env: {NODE_AUTH_TOKEN: '${{ secrets.NPM_TOKEN }}'}, name: Dry
        run publish, run: 'pnpm --filter @flowiseai/agentflow publish --no-git-checks
        --dry-run --tag ${{ inputs.tag }}'}]}
",['unknown'],deploy_release,FlowiseAI__Flowise,[build],"Installs dependencies, validates and sets package version, performs dry-run publish to npm."
7adecc865f7499325d783300d4a1b67f241a1839963db2980b69e56c800c9c7c,publish,"{environment: npm-publish, needs: dry-run, permissions: {contents: write, pull-requests: write},
  runs-on: ubuntu-latest, steps: [{uses: actions/checkout@v6}, {uses: pnpm/action-setup@v4,
      with: {version: 10.26.0}}, {uses: actions/setup-node@v6, with: {node-version: 18.15.0,
        registry-url: 'https://registry.npmjs.org'}}, {env: {PUPPETEER_SKIP_DOWNLOAD: 'true'},
      name: Install dependencies, run: pnpm install --frozen-lockfile}, {env: {BUMP: '${{
          inputs.bump }}', CUSTOM_VERSION: '${{ inputs.custom_version }}'}, name: Set
        version, run: ""CURRENT=$(npm pkg get version --prefix packages/agentflow |\
        \ tr -d '\""')\nif [ \""$BUMP\"" = \""custom\"" ]; then\n  NEW_VERSION=\""$CUSTOM_VERSION\""\
        \nelse\n  NEW_VERSION=$(npx semver \""$CURRENT\"" -i \""$BUMP\"" --preid dev)\n\
        fi\nnpm pkg set version=\""$NEW_VERSION\"" --prefix packages/agentflow\necho\
        \ \""Version set to $NEW_VERSION\""\n""}, {name: Log version, run: 'echo ""Publishing
        version: ${{ needs.dry-run.outputs.version }}""

        echo ""Tag: ${{ inputs.tag }}""

        '}, {env: {NODE_AUTH_TOKEN: '${{ secrets.NPM_TOKEN }}'}, name: Publish, run: 'pnpm
        --filter @flowiseai/agentflow publish --no-git-checks --tag ${{ inputs.tag
        }}'}, {env: {GH_TOKEN: '${{ secrets.GITHUB_TOKEN }}'}, name: Create version
        bump PR, run: ""VERSION=\""${{ needs.dry-run.outputs.version }}\""\nBRANCH=\""\
        chore/bump-agentflow-${VERSION}\""\ngit config user.name \""github-actions[bot]\""\
        \ngit config user.email \""github-actions[bot]@users.noreply.github.com\""\n\
        git checkout -b \""$BRANCH\""\ngit add packages/agentflow/package.json\ngit\
        \ commit -m \""chore: bump @flowiseai/agentflow to ${VERSION}\""\ngit push -u\
        \ origin \""$BRANCH\""\ngh pr create \\\n  --title \""chore: bump @flowiseai/agentflow\
        \ to ${VERSION}\"" \\\n  --body \""Automated version bump after publishing \\\
        `@flowiseai/agentflow@${VERSION}\\` to npm with tag \\`${{ inputs.tag }}\\\
        `.\"" \\\n  --base main \\\n  --head \""$BRANCH\""\n""}]}
",['unknown'],deploy_release,FlowiseAI__Flowise,[deploy_release],Publishes npm package to registry and creates version bump PR with GitHub token.
8ca87f61ded0df671a2d315911846602d29a7d1767deb562bf064c57fc453c81,docker,"{environment: '${{ github.event.inputs.environment }}', runs-on: ubuntu-latest, steps: [
    {id: defaults, name: Set default values, run: 'echo ""node_version=${{ github.event.inputs.node_version
        || ''20'' }}"" >> $GITHUB_OUTPUT

        echo ""tag_version=${{ github.event.inputs.tag_version || ''latest'' }}"" >>
        $GITHUB_OUTPUT

        '}, {name: Checkout, uses: actions/checkout@v6.0.2}, {name: Set up QEMU, uses: docker/setup-qemu-action@v4.0.0},
    {name: Set up Docker Buildx, uses: docker/setup-buildx-action@v4.0.0}, {if: '${{
        inputs.environment != ''prod'' }}', name: Configure AWS Credentials, uses: aws-actions/configure-aws-credentials@v6,
      with: {aws-access-key-id: '${{ secrets.AWS_ACCESS_KEY_ID }}', aws-region: '${{
          secrets.AWS_REGION }}', aws-secret-access-key: '${{ secrets.AWS_SECRET_ACCESS_KEY
          }}'}}, {if: '${{ inputs.environment == ''prod'' }}', name: Configure AWS
        OIDC Credentials, uses: aws-actions/configure-aws-credentials@8df5847569e6427dd6c4fb1cf565c83acfa8afa7,
      with: {aws-region: '${{ secrets.AWS_REGION }}', mask-aws-account-id: true, role-to-assume: '${{
          secrets.AWS_OIDC_IAM_ROLE }}', unset-current-credentials: true}}, {name: Login
        to Amazon ECR, uses: aws-actions/amazon-ecr-login@v2}, {name: Build and push
        main image, uses: docker/build-push-action@v6.19.2, with: {build-args: 'NODE_VERSION=${{
          steps.defaults.outputs.node_version }}

          ', context: ., file: Dockerfile, platforms: 'linux/amd64,linux/arm64', push: true,
        tags: ""${{ format('{0}.dkr.ecr.{1}.amazonaws.com/flowise:{2}', \n    secrets.AWS_ACCOUNT_ID,\
          \ \n    secrets.AWS_REGION, \n    steps.defaults.outputs.tag_version) }}\n""}}]}
","['build', 'deploy']",deploy_release,FlowiseAI__Flowise,[build|deploy_release],Builds Docker image with multi-platform support and pushes to ECR registry (push
96dbe0c38daa76a21e6390de30fa0a53d47799b7f16cee52766481c3abd8bc34,docker,"{runs-on: ubuntu-latest, steps: [{id: defaults, name: Set default values, run: 'echo
        ""node_version=${{ github.event.inputs.node_version || ''20'' }}"" >> $GITHUB_OUTPUT

        echo ""tag_version=${{ github.event.inputs.tag_version || ''latest'' }}"" >>
        $GITHUB_OUTPUT

        '}, {name: Checkout, uses: actions/checkout@v6.0.2}, {name: Set up QEMU, uses: docker/setup-qemu-action@v4.0.0},
    {name: Set up Docker Buildx, uses: docker/setup-buildx-action@v4.0.0}, {name: Login
        to Docker Hub, uses: docker/login-action@v4, with: {password: '${{ secrets.DOCKERHUB_TOKEN
          }}', username: '${{ secrets.DOCKERHUB_USERNAME }}'}}, {name: Build and push
        main image, uses: docker/build-push-action@v6.19.2, with: {build-args: 'NODE_VERSION=${{
          steps.defaults.outputs.node_version }}

          ', context: ., file: ./docker/Dockerfile, platforms: 'linux/amd64,linux/arm64',
        push: true, tags: 'flowiseai/flowise:${{ steps.defaults.outputs.tag_version
          }}

          '}}, {name: Build and push worker image, uses: docker/build-push-action@v6.19.2,
      with: {build-args: 'NODE_VERSION=${{ steps.defaults.outputs.node_version }}

          ', context: ., file: docker/worker/Dockerfile, platforms: 'linux/amd64,linux/arm64',
        push: true, tags: 'flowiseai/flowise-worker:${{ steps.defaults.outputs.tag_version
          }}

          '}}]}
",['build'],deploy_release,FlowiseAI__Flowise,[build|deploy_release],Builds Docker images for multiple platforms and pushes to Docker Hub registry (push
f22ee4829b3ed911dd3d8a9b5e811ce9b5339bdb8d8a93640cb73d74e94495a8,build,"{env: {PUPPETEER_SKIP_DOWNLOAD: true}, runs-on: ubuntu-latest, steps: [{uses: actions/checkout@v6},
    {run: docker build --no-cache -t flowise .}]}
",['build'],build,FlowiseAI__Flowise,[build],Builds Docker image from Dockerfile without caching.
f82159009ea8e8991eabd0d2291687617da54856af43d81f6947ad6b912cbb4e,build,"{env: {PUPPETEER_SKIP_DOWNLOAD: true}, runs-on: '${{ matrix.platform }}', steps: [
    {uses: actions/checkout@v6}, {uses: pnpm/action-setup@v4, with: {version: 10.26.0}},
    {name: 'Use Node.js ${{ matrix.node-version }}', uses: actions/setup-node@v6,
      with: {cache: pnpm, cache-dependency-path: pnpm-lock.yaml, node-version: '${{
          matrix.node-version }}'}}, {run: pnpm install}, {run: pnpm lint}, {env: {
        NODE_OPTIONS: --max_old_space_size=4096}, run: pnpm build}, {run: 'pnpm test:coverage'},
    {name: Cypress install, run: pnpm cypress install}, {name: Install dependencies
        (Cypress Action), uses: cypress-io/github-action@v7.1.5, with: {runTests: false,
        working-directory: ./}}, {name: Cypress test, uses: cypress-io/github-action@v7.1.5,
      with: {browser: chrome, install: false, start: pnpm start, wait-on: 'http://localhost:3000',
        wait-on-timeout: 120, working-directory: packages/server}}], strategy: {matrix: {
      node-version: [18.15.0], platform: [ubuntu-latest]}}}
","['lint', 'test', 'build']",build|test|lint_security,FlowiseAI__Flowise,[build|test|lint_security],"Installs dependencies (build), runs linting (lint_security), builds project (build), executes test coverage and Cypress tests (test)."
02b57a0bfd1f02f3d1d04e399696e5cffdf8711ed525d0f92c8632cff14c7704,gitleaks,"{name: Gitleaks, runs-on: ubuntu-latest, steps: [{uses: hmarr/debug-action@v3.0.0},
    {name: install, run: ""set -euo pipefail\narch=\""$(uname)_$(uname -m)\""\nplatform=$(echo\
        \ $arch | tr '[:upper:]' '[:lower:]' )\necho \""PLATFORM=$platform\"" >> $GITHUB_ENV\n\
        if [[ \""${{ inputs.version }}\"" == \""latest\"" ]]; then\n  echo \""GITLEAKS_VERSION=$(curl\
        \ -s https://api.github.com/repos/gitleaks/gitleaks/releases/latest | grep\
        \ '\""tag_name\"":' | sed -E 's/.*\""v([^\""]+)\"".*/\\1/')\"" >> $GITHUB_ENV\n\
        else\n  echo \""GITLEAKS_VERSION=${{ inputs.version }}\"" >> $GITHUB_ENV\nfi\n"",
      shell: bash}, {id: cache_gitleaks, name: Cache gitleaks archive, uses: actions/cache@v5,
      with: {key: 'gitleaks-${{ env.PLATFORM }}-${{ env.GITLEAKS_VERSION }}', path: /usr/local/bin/gitleaks}},
    {name: Download and configure gitleaks, run: ""set -euo pipefail\nif [[ \""${{ steps.cache_gitleaks.outputs.cache-hit\
        \ }}\"" != \""true\"" ]]; then\n  DOWNLOAD_URL=\""https://github.com/gitleaks/gitleaks/releases/download/v${{\
        \ env.GITLEAKS_VERSION }}/gitleaks_${{ env.GITLEAKS_VERSION }}_linux_x64.tar.gz\""\
        \n  echo \""Download Gitleaks ${{ env.GITLEAKS_VERSION }} for ${{ env.PLATFORM\
        \ }} from ${DOWNLOAD_URL}\""\n  curl -fsSL \""$DOWNLOAD_URL\"" | tar xzf - -C\
        \ /usr/local/bin\nfi\nchmod +x /usr/local/bin/gitleaks\n"", shell: bash}, {
      name: Checkout, uses: actions/checkout@v6, with: {fetch-depth: 0, ref: '${{
          inputs.head_sha }}'}}, {name: Run gitleaks, run: ""set -euo pipefail ${ACTIONS_STEP_DEBUG:+-x}\n\
        \ngitleaks \\\n  detect \\\n  --source=\"".\"" \\\n  --redact \\\n  -v \\\n\
        \  --exit-code=2 \\\n  --report-format=sarif \\\n  --report-path=results.sarif\
        \ \\\n  --log-level=debug \\\n  --log-opts='${{ inputs.base_sha }}..${{ inputs.head_sha\
        \ }}'\n""}, {if: failure(), name: Upload test results, uses: actions/upload-artifact@v7,
      with: {name: GitLeaks results, path: results.sarif}}]}
","['build', 'security', 'eval']",lint_security,HumanSignal__Adala,[lint_security],Runs Gitleaks to detect secrets and vulnerabilities in repository code.
0b50e22d810c17bf92adf4d09d5f1484ca80064c3b693cfd7d9bb1cd9f5b2184,run_black,"{name: Code formatting, runs-on: ubuntu-latest, steps: [{uses: actions/checkout@v6},
    {name: Install poetry, run: 'pipx install ""poetry==${{ env.POETRY_VERSION }}""'},
    {id: setup_python, name: Set up Python, uses: actions/setup-python@v6, with: {
        cache: poetry, python-version: '3.13'}}, {name: Install Python dependencies,
      run: poetry install}, {name: Run black, run: poetry run black --check .}]}
","['lint', 'test']",lint_security,HumanSignal__Adala,[lint_security],Runs black code formatter check to enforce code style standards.
0b50e22d810c17bf92adf4d09d5f1484ca80064c3b693cfd7d9bb1cd9f5b2184,run_pytest,"{defaults: {run: {shell: bash}}, name: 'pytest ${{ matrix.os }} | ${{ matrix.python-version
    }}', runs-on: '${{ matrix.os }}', steps: [{uses: actions/checkout@v6}, {name: Install
        poetry, run: 'pipx install ""poetry==${{ env.POETRY_VERSION }}""'}, {id: setup_python,
      name: 'Set up Python ${{ matrix.python-version }}', uses: actions/setup-python@v6,
      with: {cache: poetry, python-version: '${{ matrix.python-version }}'}}, {name: Install
        dependencies, run: poetry install --no-interaction --no-root}, {name: Install
        app, run: poetry install --no-interaction}, {if: matrix.os == 'ubuntu-latest',
      name: Run tests with coverage, run: 'poetry run pytest tests/ -vv ${{ matrix.python-version
        == ''3.13'' && ''--cov=. --cov-report=xml'' || '''' }}

        '}, {if: 'matrix.os == ''ubuntu-latest'' &&

        matrix.python-version == ''3.13'' &&

        github.event.pull_request.user.login != ''dependabot[bot]''

        ', name: Upload to Codecov, uses: codecov/codecov-action@v5.5.2, with: {fail_ci_if_error: true,
        files: tests/coverage.xml, token: '${{ secrets.CODECOV_TOKEN }}'}}], strategy: {
    fail-fast: false, matrix: {os: [ubuntu-latest, windows-latest], python-version: [
        '3.13']}}}
","['lint', 'test']",test,HumanSignal__Adala,[test],Runs pytest test suite with coverage reporting and uploads results to Codecov.
